frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
29,1,252.23748796185464 5.283074957563656 1852.8291931514132 997.2243431241097,1477.6561279296875 576.5548706054688 1659.7607421875 753.1339111328125,0.563389241695404,ঢাকা ১$-০৫৪৫),0.22737817164251314
30,1,253.05467120641947 4.462745111189236 1856.0647784053992 1000.1854198545448,1477.627197265625 576.3043823242188 1660.1416015625 753.1995849609375,0.5654680132865906,ঢাকা ১$-০৫৪৫),0.22737817164251314
31,1,246.40695134507246 4.8051075428948025 1844.6184328690827 1004.8640606772993,1474.1820068359375 591.8738403320312 1658.435302734375 752.0718994140625,0.5150236487388611,সেহরো ঢোকা ,0.16751862060549563
32,1,245.14149592726574 4.12677235904448 1840.6170153069547 1007.417902703724,1474.4490966796875 591.70751953125 1658.5784912109375 751.995849609375,0.5160660743713379,সেকো ঢাকা $-0৫8)| $--৫৪)|,0.4618284303683321
33,1,245.6527977592316 3.2624551940597826 1839.1696856334063 1008.9217421414005,1474.2469482421875 591.6017456054688 1659.1695556640625 752.1123046875,0.5096178650856018,ঢাকা ,0.14261247563702747
34,1,242.2616619339159 3.7189710123524833 1824.7269737623951 1012.3829460109685,1463.038330078125 597.353271484375 1651.189453125 761.9118041992188,0.5947976112365723,ঢাকা ১$-০৫৪)|,0.36408427772033486
35,1,243.2970916774915 3.293546367980639 1818.8975822313741 1014.2309856929411,1463.9462890625 597.9501953125 1650.822265625 760.703857421875,0.5888779759407043,ঢাকা ১$-০৫৪)|,0.3741519505523833
36,1,237.89686790643077 3.4765868555361408 1803.1904762097327 1016.9584392595457,1449.7080078125 596.4161376953125 1649.18017578125 767.8011474609375,0.4230673015117645,ঢাকা মে্ডরা ১$--০৫৪)|,0.16343708807352297
37,1,237.35194002840024 2.99633172355783 1795.7144296038528 1018.3236115174409,1449.3092041015625 597.214599609375 1648.0595703125 767.7363891601562,0.4221436083316803,মেডরেো ঢোকা ( $-0৫83| $--৫৪৫|,0.2842448752145427
38,1,238.83229649768725 2.4444022484191805 1792.4082102755765 1019.1472106505369,1449.5955810546875 597.1614990234375 1648.0335693359375 767.6686401367188,0.4214736223220825,মেডরেো ঢকা ( $-0৫83| $--৫৪৫|,0.3263642479676202
39,1,236.66278273128717 2.515604242705649 1788.9740257871395 1021.1774115348734,1439.6903076171875 598.71484375 1635.780517578125 773.8204345703125,0.5318388938903809,ঢাোকা ১$-০৫৪১|,0.2150563865377914
40,1,235.45129650587387 2.1696311387682954 1786.074495676233 1022.2326553985744,1439.4986572265625 598.5045776367188 1635.901611328125 774.3094482421875,0.5283311009407043,ঢাোকা ১$-০৫৪৫|,0.30929747917108574
41,1,232.00353574440373 1.8926554039436496 1779.1719499884246 1023.0747380279234,1442.249755859375 605.57373046875 1636.01416015625 777.5802612304688,0.5184707641601562,মেড্রো ঢোকা ১১-০৫৪১|,0.3141694870611209
42,1,231.1866371345418 1.548043363282261 1775.9564448078345 1023.5418738258359,1442.2236328125 605.8372802734375 1635.683349609375 777.5237426757812,0.5186293721199036,মেড্রো ঢোকা ( ১১-০৫৪৫),0.2019815014884938
43,1,228.3831548040141 1.5731244191205747 1766.302403569989 1024.4213342298879,1441.890380859375 603.6807861328125 1622.1895751953125 765.7662963867188,0.5622305870056152,ঢাকা মে্ড্রোা ১১-০৫৪৫|,0.30053379972197836
44,1,228.5801724430637 1.4262252181931103 1761.5615689865144 1024.9473971649127,1442.09228515625 603.520751953125 1622.18310546875 765.71435546875,0.5522899031639099,মেড্রো ঢকা ( ১১-০৫৪৫|,0.35883462428761526
45,1,229.3667991787355 1.1913810906245885 1758.6538895228355 1025.1587586855183,1442.0716552734375 603.496826171875 1622.2342529296875 765.8372192382812,0.5537580251693726,মেড্রো ঢকা ( ১১-০৫৪৫|,0.35902026648483853
46,1,230.68322125006182 1.159634686464301 1759.793242997992 1025.800424822678,1422.119384765625 604.3592529296875 1623.0465087890625 783.7349853515625,0.5962764620780945,মেটরো ঢাকা ১১-০৫৪৫|,0.40813924265460977
47,1,232.01554173113357 0.9945226062872052 1761.0027410992948 1026.1081979430546,1422.00732421875 604.5595703125 1622.8692626953125 783.6870727539062,0.5907540321350098,ঢাকা ১১-০৫৪৫|,0.3514144574839001
48,1,231.34406155376666 1.2482234910204397 1757.8170500657934 1027.2327123419013,1420.8992919921875 608.655029296875 1618.96484375 784.5379028320312,0.4381171464920044,3 ঢাকা মে্ডদ্রো ১১-০৫৪৫|,0.22695172829651533
49,1,229.3314506370865 1.2189447649091107 1754.0258113137752 1027.9165958652943,1423.216552734375 615.497314453125 1612.0537109375 782.3452758789062,0.45293518900871277,2 ঢাকা ১--৫৪৫|,0.39588783245440196
50,1,228.66077062105853 1.0593550373746439 1752.3696892901976 1028.2878940361456,1423.30712890625 615.8152465820312 1612.008544921875 782.22216796875,0.4561004638671875,2 ঢাকা ১--৫৪৫|,0.48001907144872774
51,1,221.38307951172578 2.0935639778749646 1744.7966673280807 1030.7029292856978,1415.4019775390625 621.409423828125 1606.9844970703125 788.0767822265625,0.6175655722618103,2 ঢাকা ১১-০৫৪৫),0.37718131480548356
52,1,220.31918169449295 2.2488715245691537 1742.3753148312478 1031.706787457701,1416.313232421875 621.0955810546875 1607.8868408203125 787.4864501953125,0.6087050437927246,ঢাকা ,0.2285482411504863
53,1,225.99714174649716 2.186478332569095 1741.6764653723956 1033.0821855510706,1397.3565673828125 624.169921875 1600.175537109375 799.1539306640625,0.6524684429168701,যেন্ডরী ঢাকা ১১-০৫৪১,0.5973563689887837
54,1,229.03530195735857 1.8693795817554246 1740.2767688195659 1033.8135919005917,1397.3204345703125 624.2417602539062 1600.363525390625 799.144287109375,0.6525393128395081,যেন্ডরী ঢাকা ,0.21226482915060604
55,1,226.19696957383928 1.8949817716086272 1733.1498264937804 1035.0878613026441,1392.477294921875 623.6224365234375 1586.6766357421875 800.6795654296875,0.6440052390098572,3 মেট্রো ঢাকা ১--৫৪১|,0.3730595053004745
56,1,225.40324980107118 1.736780425231359 1728.5924490954267 1035.934544946118,1392.46923828125 623.64794921875 1586.6522216796875 800.6210327148438,0.6421077251434326,3 মেট্রো ঢাকা ১--৫৪১|,0.4357811388149325
57,1,225.79141182492526 1.4912375025331812 1726.4026999881794 1036.4542797512713,1392.4827880859375 623.6473999023438 1586.664306640625 800.6190185546875,0.6423446536064148,3 মেট্রো ঢাকা ১--৫৪১|,0.4327446291636928
58,1,224.02123508717125 1.7697675755251794 1718.690683774587 1037.9163455510206,1380.060791015625 630.4873046875 1574.3367919921875 798.0518798828125,0.6420197486877441,মে্ড্রো ঢাকা ,0.1837174255763132
59,1,225.0650411108603 1.6478933848385395 1715.3864629791574 1038.6732151862752,1380.1080322265625 630.5464477539062 1573.8343505859375 797.997314453125,0.6391195058822632,ঢাকা ১--৫৪১|,0.37081233169037175
60,1,221.53293149558021 1.6102913368728196 1708.5655070332227 1039.5488276550986,1367.0362548828125 629.2496948242188 1564.9263916015625 793.6289672851562,0.6549091935157776,মেঞ্ট্রো ঢাকা ১--৫৪৫),0.3267591555538799
61,1,219.14418199888257 1.369724062867249 1703.7228830367771 1039.912852234765,1367.5123291015625 628.1343383789062 1565.4722900390625 793.7224731445312,0.6624986529350281,ঢাকা ১--৫৪১),0.5051930039334662
62,1,219.03211744394685 1.1432681507961888 1701.7099741414625 1040.1139094370328,1367.6019287109375 628.1426391601562 1565.4788818359375 793.7059936523438,0.6622229218482971,ঢাকা ১--৫৪১),0.47961437597305956
63,1,222.28771143126517 1.127123844279481 1701.5752130625592 1040.5849842321336,1346.073486328125 628.0731811523438 1551.5712890625 803.8357543945312,0.5651362538337708,ঢাকা ১১-১৫৪১|,0.3996499181372025
64,1,225.01573840307253 0.9473340605291014 1701.9994644346875 1040.6672947939344,1345.9068603515625 627.8911743164062 1551.5701904296875 803.8812255859375,0.570120096206665,ঢাকা ১.--১৫৪$|,0.3560877638034694
65,1,224.12502400895528 1.3384169429940584 1696.328482530496 1041.909818773171,1331.591064453125 638.9268188476562 1538.6993408203125 806.6206665039062,0.7356755137443542,ঢাকা ( ১১-১৫৪১ ,0.2541956562354535
66,1,224.55455474152416 1.330695148614268 1692.9490103982334 1042.5359109421179,1331.6414794921875 638.8855590820312 1538.4755859375 806.7076416015625,0.7362570762634277,ব মে্রা ঢাকা ( ১১-০৫৪১|,0.4611113189982604
67,1,219.7375571959244 1.1674293789141075 1681.9555879056236 1042.687736273304,1316.8778076171875 645.8787841796875 1524.5714111328125 811.21533203125,0.7710452079772949,3 মে্দ্রী ঢাকা ১১-১৫৪১|,0.4701478165494887
68,1,218.90990038837958 1.0818048311246002 1676.8941477366486 1042.9170932627694,1316.9267578125 645.9170532226562 1524.5439453125 811.22119140625,0.7704101800918579,মে্দ্রী ঢাকা ১১-১৫৪১|,0.4947606174481337
69,1,219.62307823933236 0.9652134558308489 1674.5478972611604 1043.0169786220586,1316.889892578125 645.9019775390625 1524.5498046875 811.245849609375,0.7703742384910583,মে্দ্রী ঢাকা ১১-১৫৪১|,0.4947606174481337
70,1,217.13086469992652 0.6988509505217735 1664.8362655564674 1042.5194435451122,1287.46044921875 644.4778442382812 1509.5794677734375 818.0477294921875,0.6874203085899353,ব মে্দ্রী ঢাকা ১১-৫৪$|,0.3466224661187604
71,1,217.9948787517974 0.6317293496608727 1660.4872205378442 1042.2981120685427,1287.55126953125 644.5198974609375 1509.8892822265625 817.7428588867188,0.6858950257301331,ব মে্দ্রী ঢাকা ১১-১৫৪$,0.43056097684602224
72,1,212.5921869121222 -0.233497455565157 1656.0515168300772 1040.202095980433,1273.34423828125 646.4260864257812 1488.5537109375 816.3963012695312,0.6889113783836365,ব মেঢ্দ্রী ঢাকা ১১-৫৪১,0.546459588727603
75,11,225.55423311683433 -1.1426471818955406 1648.5244510440898 1038.3011503438343,1251.275634765625 646.1162109375 1483.2725830078125 815.8379516601562,0.6508733630180359,মেত্রা চাকা ১১-০৫৪$|,0.3000373991301588
76,11,225.33420046660137 -1.0653756336364495 1648.5011358778597 1037.0452287136088,1251.355224609375 646.2539672851562 1483.187255859375 815.6986083984375,0.651902437210083,চাকা ১১-০৫৪$|,0.3446871256121431
77,11,226.491717571525 -2.2613303785124117 1644.7244042346454 1029.5490483787678,1234.23681640625 641.1150512695312 1459.5008544921875 809.9983520507812,0.7766274809837341,ক মেক্ট্রী ঢাকা ১১-০৫৪$,0.5289238042873265
78,11,227.26345540138345 -1.8779279037145216 1643.3407084764847 1026.42531115243,1234.21337890625 641.010498046875 1459.4437255859375 810.09521484375,0.7758634090423584,মেক্ট্রী ঢাকা ১১-০৫৪$,0.4968957761702295
79,11,231.28488249997702 -2.6737719844048797 1645.9090706571387 1020.4878122508871,1224.9261474609375 636.9655151367188 1441.9437255859375 800.1026000976562,0.7113986611366272,ক ঢাকা ১১-১৫৪$,0.523692031190613
80,11,232.71691619511284 -2.18062260679352 1646.8360181295475 1017.6954431168979,1224.88525390625 636.9210205078125 1442.03515625 800.1199951171875,0.7105600237846375,ক ঢাকা ১১-০৫৪$|,0.4303966130462604
81,11,233.13340059321956 -1.4636293988954208 1647.4001616065548 1016.337317451367,1224.8690185546875 636.933837890625 1442.09619140625 800.082275390625,0.7103559970855713,ক ঢাকা ১১-৫৪$|,0.477061315702058
82,11,231.66846569125335 -2.0886682336338254 1642.6393524222526 1011.1076996912587,1201.909423828125 637.7913208007812 1427.5386962890625 793.5743408203125,0.6425837278366089,মেব্দ্রা ক ঢাকা ১১-৫৪১,0.6155428269703028
83,11,231.25176031494402 -1.5410878940086832 1639.375716438317 1008.5102854978085,1201.9302978515625 637.76611328125 1427.5791015625 793.3590087890625,0.6387437582015991,ঢাকা ১১-৫৪১,0.615091885444648
84,11,228.4313320628014 -2.3624414662866684 1631.2847366679944 1002.1666136696308,1180.001708984375 634.5870361328125 1417.9805908203125 795.109375,0.6972697973251343,মেট্রো ক ঢাকা ১১-১৫৪$,0.4004992917261344
85,11,228.35408438383956 -1.8050382517499202 1628.3000990469832 999.0571974712284,1180.66748046875 634.3802490234375 1419.06201171875 794.4442749023438,0.7118384838104248,মেট্রো ক ঢাকা ১১-০৫৪$,0.6322612584975662
86,11,228.7707304948708 -0.9832034217045589 1626.5672293058142 997.3621704395343,1180.6737060546875 634.3887329101562 1419.052490234375 794.4379272460938,0.7116941213607788,মেট্রো ক ঢাকা ১১-০৫৪$,0.6322612584975662
87,11,228.9526143037067 -1.2512937973477278 1615.7214807280632 991.2869131131654,1173.6912841796875 626.53076171875 1404.9619140625 784.33544921875,0.6717509031295776,ঢাকা মেত্ট্রাক ১১-০৫৪$,0.3935575096848787
88,11,230.59013918194603 -0.36056775460764356 1609.279480962362 988.1451430903985,1173.705810546875 626.5128173828125 1404.912353515625 784.3367309570312,0.6727815866470337,ঢাকা ১১-০৫৪$,0.41813192232617535
89,11,235.03516805057666 -1.9638068598350173 1617.9724781547575 980.4768401969475,1145.0606689453125 626.5477294921875 1390.0457763671875 779.8695068359375,0.660558819770813,ঢাকা মেল্ট্রাক ১১-১৫৪$,0.6184259710954177
90,11,236.14834320438172 -1.539031993404933 1622.5617842888507 976.6661956014742,1145.04931640625 626.5343627929688 1390.06640625 779.877685546875,0.660966157913208,ঢাকা মেল্ট্রাক ১১-১৫৪$,0.6184259710954177
91,11,241.00370774613543 -1.3539540187978787 1617.082596599861 966.5103681622379,1135.8795166015625 613.7821655273438 1376.6767578125 770.9039306640625,0.6921734809875488,মেট্রো ক ঢাকা ১১-১৫৪$,0.5632620308168126
92,11,244.40565343158391 0.4342115725048643 1613.0250417026282 960.9783083184731,1135.8885498046875 613.7831420898438 1376.687255859375 770.9046020507812,0.6916879415512085,মেট্রো ক ঢাকা ১১-১৫৪$,0.5632620308168126
93,11,246.87072702622947 2.2798411084001486 1610.6928865586883 957.7509599827415,1135.841552734375 613.717041015625 1376.7442626953125 770.9205932617188,0.6919425129890442,মেট্রো ক ঢাকা ১১-১৫৪$,0.5631246993617294
94,11,250.73527972755267 2.5837307096708173 1605.6044608875882 951.3301609402763,1127.5599365234375 601.8060302734375 1363.9432373046875 764.2938232421875,0.7597586512565613,মেট্রো ক ঢাকা ১১-০৫৪১,0.6242789718257421
95,11,253.9485391331458 3.8471352503185585 1603.0421485882352 947.8581064337498,1127.55078125 601.8023071289062 1363.94873046875 764.2957763671875,0.7599485516548157,মেট্রো ক ঢাকা ১১-০৫৪১,0.6242789718257421
96,11,251.13693436164408 6.011697092861596 1586.6953879444661 943.6065962057132,1116.741943359375 606.1990966796875 1343.5726318359375 750.742919921875,0.7387090921401978,ঢাকা মেট্রো ১১-০৫৪১,0.6752148227968934
97,11,252.61164415007943 8.223219080991612 1578.503790151661 941.1616703470138,1116.6790771484375 606.2548828125 1344.105224609375 750.744873046875,0.7356188893318176,ঢাকা মেট্রো ১১-০৫৪১,0.6718609907567326
98,11,254.9167324436064 9.944119966502853 1574.2930632438581 939.6598404065674,1116.796142578125 606.244873046875 1344.1156005859375 750.7284545898438,0.7351285815238953,ঢাকা মেট্রো ১১-০৫৪১,0.6764449078640636
99,11,257.6409888069247 9.175773383004241 1568.7148983746886 935.449674464073,1113.6646728515625 596.0675048828125 1356.21728515625 754.0770874023438,0.7523095011711121,মেট্রো ক ঢাকা ১১-০৫৪১,0.5796192867586837
100,11,260.15367538094927 9.498870650462777 1565.2439417094088 933.3211623093445,1113.6251220703125 596.047119140625 1356.242431640625 754.0849609375,0.7529791593551636,মেট্রো ক ঢাকা ১১-০৫৪১,0.5796192867586837
101,11,259.7753668782301 10.542554206666068 1557.3440896932957 929.9325893883095,1084.1361083984375 586.4218139648438 1343.0318603515625 749.4664306640625,0.7427841424942017,মেট্রো ক ঢাকা ১১-০৫৪১,0.4444952751209782
102,11,259.9280183216657 10.214328917372427 1554.2575668879517 927.0284569730126,1084.16650390625 586.4502563476562 1342.923828125 749.2626342773438,0.7440491318702698,মেট্রো ক ঢাকা ১১-০৫৪১,0.5318967341150036
103,11,268.6722606019255 10.868201498995631 1556.0473921963826 924.7142156639397,1085.9949951171875 583.6580810546875 1343.05712890625 745.3598022460938,0.7398709058761597,মেট্রো ক ঢাকা ১১-০৫৪১,0.5660174481996165
104,11,273.2013248140238 11.512212655172732 1555.5086139292557 923.2851631049375,1085.9022216796875 583.6551513671875 1343.0599365234375 745.3419799804688,0.7392533421516418,মেট্রো ক ঢাকা ১১-০৫৪১,0.5666727494071031
105,11,275.78882009343874 12.071042825193217 1554.5343758188242 922.4552579979676,1085.88427734375 583.6483154296875 1343.07568359375 745.35205078125,0.7395014762878418,মেট্রো ক ঢাকা ১১-০৫৪১,0.5666727494071031
106,11,278.93433927701096 12.586249002537215 1553.235073213205 920.5976205560149,1082.7635498046875 584.9279174804688 1329.27001953125 741.0432739257812,0.7438814640045166,মেট্রো ক ঢাকা ১১-০৫৪১,0.7034467179025621
107,11,280.99769772730576 13.209861394321308 1552.33801011603 919.5355685072395,1082.77880859375 584.920166015625 1329.3173828125 741.016357421875,0.7435150146484375,মেট্রো ক ঢাকা ১১-০৫৪১,0.6972650548426611
108,11,281.8478511936952 14.21757718438164 1550.0050328489956 918.0600708271681,1082.7850341796875 583.2562866210938 1332.6617431640625 740.0601196289062,0.68340003490448,ঢাকা মেট্রো ক ১১-০৫৪১,0.5935924733917322
109,11,282.7866818078651 15.191572552235357 1548.4880373153471 917.2315240706955,1083.3748779296875 583.400390625 1332.3734130859375 740.2095336914062,0.6759875416755676,ঢাকা মেট্রো ক ১১-০৫৪১,0.6172675396935998
110,11,283.56315609804017 15.876791695071233 1547.5556826811335 916.6681974233193,1083.36376953125 583.383544921875 1332.3798828125 740.2317504882812,0.6777336597442627,ঢাকা মেট্রো ক ১১-০৫৪১,0.6250718162672748
111,11,286.2568065071699 14.592816213920344 1548.2891901916737 913.6917159582958,1077.6983642578125 581.0093994140625 1329.686279296875 739.4784545898438,0.7775155305862427,ঢাকা মেট্রো ক ১১-০৫৪১,0.6570983962257906
112,11,287.45807842259615 14.291573328591767 1548.0739014918588 912.2928306733108,1077.6925048828125 581.0223999023438 1329.6141357421875 739.4747314453125,0.7775666117668152,ঢাকা মেট্রো ক ১১-০৫৪১,0.5988594753872643
113,11,286.3287896354384 15.362959829172667 1543.749287165696 910.4089245044411,1084.0140380859375 578.4093017578125 1325.5592041015625 736.9525146484375,0.7857868671417236,ঢাকা মেট্রো ক ১১-০৫৪১,0.46564088343977295
114,11,286.42763694743314 16.35830143364609 1541.5138916638844 909.2506300097727,1083.9412841796875 578.4043579101562 1325.583740234375 736.9597778320312,0.787179172039032,ঢাকা মেট্রো ক ১১-০৫৪১,0.5100958743361926
115,11,287.8832660585357 14.667880724631289 1540.4666305672354 905.473758525889,1064.8441162109375 575.1378173828125 1321.7857666015625 733.076171875,0.7681202292442322,ঢাকা মেট্রো ক ১১-০৫৪১,0.34583698201979696
116,11,288.9398540766682 14.406434891488345 1539.8823463380577 903.745051468248,1064.9637451171875 574.986328125 1321.82666015625 733.16455078125,0.7634349465370178,ঢাকা মেট্রো ক ১১-০৫৪১,0.5738663342532155
117,11,289.4948529995586 14.57310423127467 1539.2859202328366 902.9195199413134,1064.94775390625 574.98193359375 1321.8509521484375 733.168212890625,0.7636391520500183,ঢাকা মেট্রো ক ১১-০৫৪১,0.5738663342532155
118,11,290.2139371385059 14.145677013311342 1538.7126059074421 902.4530497373245,1067.373779296875 578.4256591796875 1322.550048828125 732.9496459960938,0.77369624376297,ঢাকা মেট্রো ক ১১-০৫৪১,0.46735411524204035
119,11,290.69900864887654 14.020278272019652 1538.3780875408559 902.3261141581388,1067.407470703125 578.5484619140625 1322.442626953125 732.821044921875,0.7757763862609863,ঢাকা মেট্রো ক ১১-০৫৪১,0.5630634719275738
120,11,288.3558692184404 17.521392961787967 1535.872235676691 905.9751614455022,1054.19140625 584.1157836914062 1312.998046875 738.9804077148438,0.7838882207870483,ঢাকা মেট্রো ক ১১০৫৪১,0.6320267770377338
121,11,287.4607801541051 18.586642059733663 1534.896715897929 907.2647382529732,1054.2052001953125 584.1192626953125 1312.363037109375 739.03564453125,0.787813127040863,ঢাকা মেট্রো ক ১১-০৫৪১,0.6259538023788469
122,11,287.1605705700324 18.922224001369898 1534.533105898644 907.7805362503366,1054.179931640625 584.0775146484375 1312.3612060546875 739.0797729492188,0.7878848910331726,ঢাকা মেট্রো ক ১১-০৫৪১,0.6187190213276288
123,11,284.9645806408736 19.06819364266329 1533.171897351141 907.1447251881925,1047.3077392578125 581.4653930664062 1304.0595703125 735.7821044921875,0.8204983472824097,ঢাকা মেট্রো-ক ১১-০৫৪১,0.4664568417500278
124,11,283.86687453768695 19.139452607510066 1532.7451321642577 906.7829569851126,1047.281982421875 581.4193725585938 1304.2587890625 735.8073120117188,0.8202440738677979,ঢাকা মেট্রো-ক ১১-০৫৪১,0.4935463856900544
125,11,280.15285233275483 17.039712398709298 1528.5225653741395 903.9964690563421,1044.2479248046875 581.707275390625 1290.60302734375 733.9287109375,0.7474201321601868,ঢাকা মেট্রো ক ১১-০৫৪১,0.49811884670901196
126,11,278.75280320147726 16.35075887731125 1526.8430824858197 902.8429002311905,1044.265625 581.7042846679688 1290.6043701171875 733.936767578125,0.7472348213195801,ঢাকা মেট্রো ক ১১-০৫৪১,0.49811884670901196
127,11,274.33582779206483 16.467391997481627 1523.2144314580514 901.6669273790429,1047.47607421875 580.3963623046875 1295.41064453125 732.283447265625,0.7633599042892456,ঢাকা মেট্রো ক ১১-০৫৪১,0.5696405979432291
